id ,College Name,State,Public (1)/ Private (2),num. appli. rec'd,num. appl. accepted,num. new stud. enrolled,num. FT undergrad,num. PT undergrad,in-state tuition,out-of-state tuition,room,add. fees,estim. book costs,estim. personal $,% fac. w/PHD,stud./fac. ratio,Graduation rate
826,St. Bonaventure University,NY,2,1489,1313,375,1688,131,10456,10456,2312,395,500,1050,91,17.7,78
827,St. Francis College,NY,2,1013,916,401,1562,695,6550,6550,,150,450,,63,19.3,45
828,St. John Fisher College,NY,2,1368,1064,354,1687,677,10570,10570,3550,190,400,800,86,14.5,66
829,St. John's University,NY,2,7775,2836,2412,11785,1752,9400,9400,,500,500,1350,72,29.3,65
830,St. Joseph's College,NY,2,707,512,222,1671,1512,7350,7350,,322,600,1500,52,13.6,74
831,St. Lawrence University,NY,2,2753,1820,505,1801,45,18720,18720,2960,420,650,825,90,11.5,85
832,St. Thomas Aquinas College,NY,2,861,609,215,1117,815,8650,8650,,150,500,1750,69,16.1,67
833,SUNY at Albany,NY,1,13528,9198,1843,10168,1231,2650,6550,2950,295,700,1560,93,17.4,74
834,SUNY at Binghamton,NY,1,14463,6166,1757,8544,671,2650,6550,2690,360,700,1000,83,18,80
835,SUNY at Stony Brook,NY,1,12512,6969,1724,9744,1351,2650,6550,4712,295,600,1200,91,10.5,57
836,SUNY College at Brockport,NY,1,7294,3564,904,5758,1363,2650,6550,2760,315,500,705,79,19,49
837,SUNY College at Buffalo,NY,1,5318,3515,1025,7626,2091,2650,6550,2680,240,550,1230,71,18.7,42
838,SUNY College at Cortland,NY,1,7888,3519,1036,5011,346,2650,6550,2680,316,630,1274,82,17.8,53
839,SUNY College at Fredonia,NY,1,4877,2798,814,4123,298,2650,6550,2500,359,620,1481,82,16.3,66
840,SUNY College at Geneseo,NY,1,8598,4562,1143,5060,146,2650,6550,2620,433,600,650,79,19.1,76
841,SUNY College at New Paltz,NY,1,8399,3609,656,4658,1478,2650,6550,1790,271,550,1500,85,15.3,53
842,SUNY College at Oneonta,NY,1,7500,4350,872,4627,483,2650,6550,2300,250,500,1350,70,17.1,60
843,SUNY College at Oswego,NY,1,8000,4556,1464,6943,869,2650,6550,2830,311,500,1500,69,22,63
844,SUNY College at Plattsburgh,NY,1,5549,3583,853,5004,475,2650,6550,2520,309,600,1380,80,17.9,65
845,SUNY College at Potsdam,NY,1,3150,2289,650,3598,234,2650,6840,2750,240,500,1000,71,15.1,59
846,Syracuse University,NY,2,10477,7260,2442,10142,117,15150,15150,3620,360,635,960,73,11.3,67
847,Utica College of Syracuse University,NY,2,1278,978,256,1525,798,12680,12680,,90,525,1175,64,12.3,65
848,Union College,NY,2,3495,1712,528,1915,123,18732,18732,3297,190,450,1024,94,11.5,88
849,United States Merchant Marine Academy,NY,1,942,356,283,987,,,,,4090,,75,68,12.8,71
850,United States Military Academy,NY,1,13703,1610,1212,4229,,,,,2380,1100,,37,8.8,95
851,University of Rochester,NY,2,8766,5498,1243,5071,438,17840,17840,3978,410,500,882,93,5.9,80
852,Vassar College,NY,2,3550,1877,653,2164,77,18920,18920,5950,465,600,800,90,9.7,90
853,Wagner College,NY,2,1416,1015,417,1324,117,13500,13500,5800,,585,1700,67,13.2,75
854,Wells College,NY,2,318,240,130,416,19,14900,14900,,,600,500,93,8.3,69
855,Yeshiva University,NY,2,1002,857,606,1948,42,12584,12584,2892,270,520,1390,86,5.2,63
856,CUNY-York College,NY,1,1432,1432,706,3932,2937,2450,5050,,120,600,3364,75,18.9,26
857,CUNY- Baruch College,NY,1,5377,2872,1300,8247,4328,2450,5050,,112,500,500,83,18.2,47
858,Long Island University at Brooklyn,NY,2,3292,1317,707,3520,673,10258,10258,2950,485,700,1250,75,21.6,61
859,New York Institute of Technology,NY,2,2531,1978,778,4730,2007,9190,9190,2980,850,500,1250,74,18.6,53
860,SUNY College at Purchase,NY,1,2119,1264,390,2478,1441,2650,6550,2990,367,1125,1362,80,14.9,46
861,CUNY-Lehman College,NY,1,1897,1384,768,4890,3777,2450,5050,,112,500,1200,80,15.3,30
862,SUNY College at Old Westbury,NY,1,1358,1328,370,2992,1202,2150,5750,2990,248,660,,67,25.3,22
863,SUNY at Buffalo,NY,1,15039,9649,3087,13963,3124,2650,6550,4731,424,708,957,90,13.6,56
864,CUNY- Medgar Evers College,NY,1,1289,1289,644,2343,2640,2100,2600,,70,500,2700,64,16.5,36
865,SUNY Empire State College,NY,1,2036,,1725,1596,4333,2650,6550,,95,600,1650,58,15.1,
866,New School for Social Research,NY,2,1914,1190,634,2609,1482,14710,14710,5520,150,1300,1080,69,10.2,59
867,CUNY-College of Staten Island,NY,1,2170,2170,1433,5949,4887,2450,5050,,106,,,71,17.6,48
868,Art Academy of Cincinnati,OH,2,130,82,33,199,31,8450,8450,,370,1200,,11,7.5,
869,Ashland University,OH,2,1454,1267,424,1874,757,11431,11431,2467,260,600,1700,43,17.4,66
870,Baldwin-Wallace College,OH,2,1690,1366,662,2718,1460,10995,10995,2235,585,1000,1000,68,17.6,85
871,Bluffton College,OH,2,692,514,209,760,81,9900,9900,2373,,400,900,76,13.3,58
872,Bowling Green State University,OH,1,9251,7333,3076,13699,1213,3070,7452,1968,660,600,1700,81,21.1,67
873,Capital University,OH,2,1747,1382,449,1662,960,13050,13050,4000,135,500,800,64,12.1,83
874,Case Western Reserve University,OH,2,3877,3156,713,3051,513,15700,15700,2960,125,525,1460,95,2.9,67
875,Cedarville College,OH,2,1307,1090,616,2196,82,7344,7344,2370,126,570,1000,50,15.3,64
876,Central State University,OH,1,2222,1767,729,2636,625,1513,4731,4293,1164,604,1164,49,21.1,
877,Cleveland State University,OH,1,2407,2296,1304,7749,3961,3231,6462,,,808,,91,18.5,35
878,College of Mount St. Joseph,OH,2,798,620,238,1165,1232,9800,9800,2280,50,400,1150,46,11.1,100
879,Franciscan University of Steubenville,OH,2,553,452,228,1301,242,9650,9650,2200,260,600,1000,57,14.9,83
880,College of Wooster,OH,2,2100,1883,553,1704,1,16240,16240,2160,,500,500,84,11.1,69
881,Defiance College,OH,2,571,461,174,645,283,10850,10850,,,400,1159,58,12.8,56
882,Denison University,OH,2,2762,2279,533,1835,14,16900,16900,2600,820,500,600,88,11.6,81
883,University of Findlay,OH,2,2165,1783,412,1854,475,11800,11800,2460,104,550,650,51,12.4,
884,Franklin University,OH,2,1304,1300,871,1272,2733,3096,3096,,,,,53,19.6,33
885,Heidelberg College,OH,2,738,687,241,964,242,13780,13780,2004,198,500,500,68,12.5,65
886,Hiram College,OH,2,922,729,244,1000,275,14067,14067,,270,400,1000,75,10.6,79
887,John Carroll University,OH,2,2421,2109,820,3168,392,11700,11700,3000,,600,450,89,14.5,89
888,Kent State University,OH,1,9210,3040,7425,15615,3230,3927,7854,,,500,1350,81,20.8,46
889,Kenyon College,OH,2,2212,1538,408,1445,1,19240,19240,1640,610,750,480,95,11.1,88
890,Lourdes College,OH,2,57,55,32,435,1174,6992,6992,,300,720,3285,17,9.6,46
891,Malone College,OH,2,874,758,428,1605,246,9858,9858,2020,135,450,1200,42,17.6,55
892,Marietta College,OH,2,1611,960,342,1089,210,13850,13850,2020,270,470,810,80,13.2,96
893,Mount Union College,OH,2,1310,1086,458,1365,144,12250,12250,1400,700,400,1150,85,16.7,81
894,Muskingum College,OH,2,1109,922,375,1115,70,13240,13240,1634,386,600,800,73,13.4,73
895,Notre Dame College of Ohio,OH,2,136,107,42,377,373,8064,8064,2420,80,650,700,61,8.7,
896,Oberlin College,OH,2,4778,2767,678,2587,120,19670,19670,2920,126,575,1119,77,10.1,83
897,Ohio Northern University,OH,2,2936,2342,669,2502,66,15990,15990,1785,,600,825,73,14.5,83
898,Ohio University,OH,1,11023,8298,3183,14861,1310,3552,7629,2013,357,550,2300,79,20.4,64
899,Ohio Wesleyan University,OH,2,2190,1700,458,1780,48,16732,16732,2860,,550,550,93,12.1,75
900,Otterbein College,OH,2,1496,1205,428,1648,936,12888,12888,,,420,840,62,13.9,87
901,Tiffin University,OH,2,845,734,254,662,351,7600,7600,1800,125,600,1200,59,19,39
902,University of Akron,OH,1,6305,5190,3211,12487,9295,2888,7650,2454,304,550,2100,71,16.7,43
903,University of Cincinnati,OH,1,6855,5553,2408,11036,2011,3234,8907,2703,498,556,1851,89,10.8,54
904,University of Dayton,OH,2,6361,5293,1507,5889,665,11380,11380,2160,450,500,900,81,14.8,93
905,University of Toledo,OH,1,3055,2959,1527,15428,5370,2693,7441,2564,706,550,500,81,20.4,48
906,Urbana University,OH,2,318,265,132,745,203,8468,8468,1760,477,500,750,68,15,
907,Ursuline College,OH,2,325,260,86,699,717,9600,9600,2270,210,450,750,39,10.5,68
908,Walsh University,OH,2,1092,890,477,847,497,8670,8670,,300,500,1450,42,11.3,68
909,Wilberforce University,OH,2,1259,691,227,775,,6346,6346,1632,300,550,,26,13.4,
910,Wilmington College,OH,2,709,602,225,1372,611,10230,10230,,180,500,1000,59,13.3,67
911,Wittenberg University,OH,2,1979,1739,575,1980,144,15948,15948,2190,822,400,800,82,12.8,78
912,Xavier University,OH,2,1959,1805,695,2849,1107,11520,11520,2600,10,600,1250,73,13.3,83
913,Youngstown State University,OH,1,3297,2903,1907,9633,3662,2196,4536,,594,570,1410,71,18,50
914,Ohio State University at Columbus,OH,1,15076,12860,5330,31039,6005,3087,9315,,,525,2550,,13.1,56
915,Mount Vernon Nazarene College,OH,2,510,485,334,1114,94,7400,7400,,516,600,600,57,19.8,58
916,Miami University at Oxford,OH,1,9239,7788,3290,13606,807,3740,8856,1860,798,500,1382,81,17.6,85
917,Antioch University,OH,2,713,661,252,712,23,15476,15476,1538,1404,400,1100,69,11.3,48
918,Wright State University,OH,1,,,,9967,3732,,,,,,,80,8.1,
919,Shawnee State University,OH,1,1406,1406,952,2536,1100,2262,4128,,393,,,42,17.3,
920,Southern Nazarene University,OK,2,538,538,319,1317,201,6293,6293,1876,348,400,3400,65,20.8,44
921,Cameron University,OK,2,1782,1695,1238,3302,2686,1640,4017,,,650,1850,55,19.9,36
922,Bartlesville Wesleyan College,OK,2,149,114,81,344,150,5950,5950,1300,85,500,,38,8.4,
923,University of Central Oklahoma,OK,1,3398,3191,1326,7517,4525,1133,1928,,140,500,1400,65,22.8,31
924,East Central University,OK,1,600,550,520,3255,558,1695,3590,,,400,1801,64,18.5,
925,Langston University,OK,2,1171,710,400,3236,434,1604,2064,1484,250,500,2106,69,41.7,
926,Northeastern State University,OK,1,1378,1182,,4952,2123,1338,2280,,,400,,62,20.2,25
927,Northwestern Oklahoma State University,OK,1,620,410,346,,,,,,,,,40,16.2,29
928,Oklahoma Baptist University,OK,2,758,681,484,1707,705,5390,5390,1350,530,515,1290,63,15.1,50
929,Oklahoma Christian University,OK,2,776,765,351,1419,228,6400,6400,1650,280,500,1900,58,16.2,45
930,Oklahoma City University,OK,2,940,653,275,1613,541,,,,,,,59,14.6,40
931,University of Sci. and Arts of Oklahoma,OK,1,285,280,208,1140,473,1408,3687,640,172,600,1800,67,23.6,43
932,Oklahoma State University,OK,1,4522,3913,2181,12830,1658,1889,5336,1758,40,800,3100,84,15.3,48
933,Oklahoma Panhandle State University,OK,1,350,343,251,1117,117,1212,3274,1200,217,90,1800,58,18.1,29
934,Phillips University,OK,2,692,576,174,597,83,10500,10500,,430,600,940,58,11.6,39
935,Southeastern Oklahoma State Univ.,OK,1,818,700,447,2962,651,1500,3738,,,450,1022,55,19.6,53
936,Southwestern Oklahoma State Univ.,OK,1,,,920,4057,659,1298,3225,,,,,,,
937,University of Oklahoma,OK,1,4743,3970,2233,13436,2582,1737,5173,,166,765,3176,86,11.5,44
938,University of Tulsa,OK,2,1712,1557,696,2936,433,11750,11750,,,1200,2350,94,11.5,47
939,Oral Roberts University,OK,2,1223,650,632,2645,167,7950,7950,1744,380,480,1000,51,15.5,45
940,Western Baptist College,OR,2,259,219,118,513,23,9200,9200,,200,375,2100,23,16.8,51
941,Concordia College,OR,2,299,206,81,811,206,9600,9600,3150,,500,750,56,14.3,41
942,Eastern Oregon State College,OR,1,949,800,356,1662,529,2600,2600,,,450,846,60,11.9,
943,George Fox College,OR,2,809,726,294,1271,43,12500,12500,2080,140,400,1050,53,13.5,52
944,Lewis and Clark College,OR,2,2774,2092,482,1763,59,15800,15800,2390,,450,950,97,12.3,69
945,Linfield College,OR,2,1561,1188,458,1548,840,13380,13380,1880,598,500,900,89,17.8,81
946,Northwest Christian College,OR,2,,,,226,74,,,,,,,55,16.9,
947,Western Oregon State College,OR,1,1438,1279,695,3655,156,2790,7770,3720,,660,1830,77,20,
948,Oregon State University,OR,1,4675,3948,1637,10332,929,2841,7890,1388,50,543,2244,88,13.9,45
949,Oregon Institute of Technology,OR,1,491,447,271,1774,809,2904,8676,,,750,2028,20,14.7,41
950,Pacific University,OR,2,943,849,288,1041,35,14210,14210,1764,225,450,1100,76,10.9,42
951,Portland State University,OR,1,1623,1574,837,6194,4992,,,2565,,750,1098,78,20,24
952,Reed College,OR,2,1966,1436,327,1199,61,19960,19960,2690,150,500,450,90,11.8,68
953,Southern Oregon State College,OR,1,1237,1037,768,3215,947,2700,7000,3400,,600,1550,89,17.6,
954,University of Oregon,OR,1,8631,6732,2546,11669,1605,3090,10602,,,570,1530,79,19.7,54
955,University of Portland,OR,2,1758,1485,419,2041,174,12040,12040,1750,80,600,1100,92,13.2,72
956,Warner Pacific College,OR,2,112,87,53,503,91,7940,7940,4032,202,450,1220,39,12.9,29
957,Willamette University,OR,2,1658,1327,395,1595,159,14800,14800,4620,90,400,790,91,13.3,68
958,Albright College,PA,2,1038,839,227,973,306,15595,15595,2400,200,300,500,79,11.3,80
959,Allegheny College,PA,2,2652,1900,484,1707,44,17080,17080,2280,260,400,600,73,9.9,76
960,Alvernia College,PA,2,707,614,168,801,464,8374,8374,4000,,,,42,10.8,72
961,Beaver College,PA,2,1163,850,348,878,519,12850,12850,5400,260,400,800,78,12.2,73
962,Bryn Mawr College,PA,2,1465,810,313,1088,16,18165,18165,,375,500,1200,100,12.3,89
963,Bucknell University,PA,2,6548,3813,862,3316,31,18550,18550,2545,110,800,1200,95,14.2,93
964,Cabrini College,PA,2,599,494,224,1035,446,10518,10518,,480,300,300,59,16.5,71
965,Carnegie Mellon University,PA,2,8728,5201,1191,4265,291,17900,17900,3520,100,450,1250,86,9.2,74
966,Cedar Crest College,PA,2,776,607,198,791,764,14340,14340,,,500,1000,58,11.7,74
967,Chatham College,PA,2,212,197,91,471,148,13500,13500,2615,150,400,850,95,9.3,52
968,Chestnut Hill College,PA,2,342,254,126,518,232,10335,10335,,260,700,850,71,8.3,73
969,College Misericordia,PA,2,1432,888,317,1121,493,10860,10860,3090,530,550,900,56,12.9,96
970,Delaware Valley College,PA,2,1383,1199,435,1380,846,11645,11645,2430,,500,,,19.3,65
971,Dickinson College,PA,2,3014,2539,487,1889,62,18700,18700,2600,125,595,1250,87,11.2,87
972,Drexel University,PA,2,3451,2934,1118,5306,1963,12348,12348,3630,728,500,2280,,13.1,61
973,Duquesne University,PA,2,2830,2374,1003,4253,942,10578,10578,2258,750,550,,84,13.8,75
974,Eastern College,PA,2,458,369,165,1057,355,11190,11190,2260,30,450,1230,60,13.6,54
975,Elizabethtown College,PA,2,2417,1843,426,1476,299,14190,14190,2200,400,500,750,65,12.8,81
976,Franklin and Marshall College,PA,2,3270,2120,508,1748,40,24940,24940,,,590,730,93,10.9,86
977,Gannon University,PA,2,2464,1908,678,2693,691,10970,10970,1940,50,500,1380,47,13.3,65
978,Geneva College,PA,2,668,534,237,1306,258,9476,9476,2800,44,500,1100,67,20.1,74
979,Gettysburg College,PA,2,3596,2466,575,1944,46,19964,19964,2180,90,500,500,94,12.1,83
980,Grove City College,PA,2,2491,1110,573,2213,35,5224,5224,,650,525,350,65,18.4,100
981,Gwynedd Mercy College,PA,2,380,237,104,716,1108,11000,11000,5550,,500,500,36,7.8,96
982,Haverford College,PA,2,2128,927,292,1083,,18833,18833,3400,182,685,1100,94,10.6,95
983,Holy Family College,PA,2,622,354,169,1145,1148,8800,8800,,200,675,1500,44,11.2,74
984,Immaculata College,PA,2,268,253,103,494,1305,10000,10000,5364,170,500,1000,56,11.2,69
985,Indiana University of Pennsylvania,PA,1,6373,3264,1625,11375,1132,2954,7352,1200,585,500,,77,20.6,63
986,Juniata College,PA,2,1005,859,298,1075,43,14850,14850,2250,110,450,420,97,12.7,80
987,King's College,PA,2,1456,1053,381,500,541,10910,10910,2410,500,400,1795,66,15.6,87
988,Lafayette College,PA,2,4010,2402,572,2018,226,18730,18730,3000,75,600,1000,93,10.5,92
989,La Salle University,PA,2,2929,1834,622,2738,1662,12600,12600,2510,170,450,3160,90,15.1,84
990,Lebanon Valley College,PA,2,1386,1060,320,965,502,13850,13850,4755,395,400,1125,84,12.3,85
991,Lehigh University,PA,2,6397,4304,1092,4298,132,18700,18700,3160,250,750,1130,96,12.5,91
992,Lincoln University,PA,1,1660,1091,326,1196,33,3020,4818,1750,375,350,1400,71,12.6,45
993,Lycoming College,PA,2,1286,1005,363,1363,74,13900,13900,2250,,500,900,75,14,72
994,Marywood College,PA,2,1107,859,323,1452,402,11040,11040,2250,400,600,700,65,11.8,66
995,Mercyhurst College,PA,2,1557,1074,397,1805,433,9813,9813,,623,425,1000,45,16.7,78
996,Messiah College,PA,2,1742,1382,607,2258,53,10300,10300,2540,84,475,1200,68,14.1,89
997,Moravian College,PA,2,1232,955,303,1241,485,14990,14990,2130,180,550,1250,86,15.2,74
998,Carlow College,PA,2,395,318,166,807,1011,9358,9358,4264,292,500,1000,58,10.9,68
999,Muhlenberg College,PA,2,2519,1836,462,1656,352,16975,16975,2360,,600,850,76,12.8,83
1000,Widener University,PA,2,2139,1492,502,2186,2171,12350,12350,,,500,1350,88,12.6,63
1001,Bloomsburg Univ. of Pennsylvania,PA,1,6773,3028,1025,5847,946,3086,7844,1650,608,500,1680,66,18,75
1002,California University of Pennsylvania,PA,1,2746,1505,1028,4787,789,2278,6312,,370,,,53,16.3,58
1003,Cheyney University of Penn.,PA,1,1104,767,287,1130,65,2728,6122,1728,210,500,,52,13,
1004,East Stroudsburg University of Penn.,PA,1,3812,2227,818,3947,611,,,2100,,500,,66,19.4,54
1005,Edinboro University of Penn.,PA,1,4419,3074,1349,6318,817,3086,7844,1760,599,500,1500,54,19,54
1006,Kutztown University of Penn.,PA,1,5880,2840,1136,5866,918,3512,8285,2000,1150,500,,58,19.4,57
1007,Lock Haven University of Pennsylvania,PA,1,3570,2215,651,3390,325,2954,7352,3620,554,225,500,47,16.1,63
1008,Mansfield University of Penn.,PA,1,2694,1725,606,2891,332,3154,7452,1984,486,650,800,48,15.9,55
1009,Millersville University of Penn.,PA,1,6011,3075,960,5146,1532,3086,7844,2200,834,450,1258,72,16.8,71
1010,Shippensburg University of Penn.,PA,1,5818,3281,1116,5268,300,3086,7844,1952,770,450,1700,80,18.8,72
1011,Slippery Rock University of Penn.,PA,1,4655,3113,1241,5965,954,2954,7352,1494,593,500,,72,16.9,56
1012,West Chester University of Penn.,PA,1,6502,3539,1372,7484,1904,3086,7844,4108,560,400,2000,76,15.3,52
1013,University of the Arts,PA,2,974,704,290,1145,39,12520,12520,3860,500,1300,700,16,7.5,57
1014,Philadelphia Coll. of Textiles and Sci.,PA,2,1538,1259,468,1664,1042,11690,11690,2596,40,600,1664,48,12.9,68
1015,Point Park College,PA,2,875,744,207,1173,1402,9700,9700,4830,350,400,1200,45,14.5,66
1016,Robert Morris College,PA,2,907,771,387,2621,1808,6540,6540,2454,330,500,1000,58,18.5,58
1017,Seton Hill College,PA,2,936,794,197,752,210,11240,11240,2090,160,350,2000,71,11.2,71
1018,Saint Francis College,PA,2,1046,824,284,1223,451,10880,10880,5050,860,400,1235,64,19.3,69
1019,Saint Joseph's University,PA,2,2519,2003,776,2473,1314,12750,12750,,275,350,1690,84,17.4,83
1020,Saint Vincent College,PA,2,700,595,278,1035,182,10850,10850,2110,60,500,900,62,12.3,88
1021,Susquehanna University,PA,2,2096,1512,465,1442,166,16130,16130,2490,280,400,800,83,13.9,90
1022,Swarthmore College,PA,2,3203,1255,413,1387,,19124,19124,3384,192,772,728,93,8.8,95
1023,Temple University,PA,1,7987,5145,2399,14726,4666,5314,10096,3492,150,600,3324,87,11.2,45
1024,Thiel College,PA,2,1154,951,253,791,140,11172,11172,2590,230,700,1350,68,11.6,60
1025,University of Pennsylvania,PA,2,12394,5232,2464,9205,531,17020,17020,3700,1836,500,1544,95,6.3,93
1026,University of Pittsburgh-Main Campus,PA,1,8586,6383,2503,13138,4289,4962,10786,2760,454,400,900,93,7.8,66
1027,University of Scranton,PA,2,4471,2942,910,3674,493,11584,11584,2536,975,650,800,83,14.1,92
1028,Ursinus College,PA,2,1399,1026,308,1131,17,14900,14900,,180,500,800,82,11.6,79
1029,Villanova University,PA,2,7759,5588,1477,6362,1292,15925,15925,3170,445,400,300,89,13.4,96
1030,Washington and Jefferson College,PA,2,1305,1100,334,1098,151,16260,16260,2070,280,300,500,91,12.1,86
1031,Waynesburg College,PA,2,1190,978,324,1280,61,8840,8840,1800,220,500,1200,57,16.2,63
1032,Westminster College,PA,2,996,866,377,1411,72,12065,12065,1980,595,430,685,62,12.5,80
1033,Wilkes University,PA,2,1631,1431,434,1803,603,11150,11150,3100,418,550,1260,78,13.3,67
1034,Wilson College,PA,2,167,130,46,199,676,11428,11428,2509,118,450,475,67,8.3,67
1035,York College of Pennsylvania,PA,2,2989,1855,691,2988,1726,4990,4990,1725,225,500,1250,75,18.1,99
1036,Allentown Coll. of St. Francis de Sales,PA,2,1179,780,290,1130,638,9690,9690,2495,60,600,1000,60,13.3,74
1037,La Roche College,PA,2,361,321,185,650,819,8842,8842,2862,140,600,1100,57,14.2,52
1038,Neumann College,PA,2,245,180,69,485,752,9950,9950,,240,500,,42,11,
1039,Pennsylvania State Univ. Main Campus,PA,1,19315,10344,3450,28938,2025,4966,10645,1840,70,512,2394,77,18.1,63
1040,Clarion University of Pennsylvania,PA,1,2740,2497,1188,4828,605,3086,7844,1710,792,550,1498,61,19.2,63
1041,Brown University,RI,2,12586,3239,1462,5643,349,19528,19528,3574,650,720,1100,99,7.6,97
1042,Bryant College,RI,2,2198,1786,632,2556,1004,12600,12600,3640,,500,700,84,19,82
1043,Providence College,RI,2,5139,3346,973,3717,1358,14400,14400,3250,375,450,1100,66,18.4,96
1044,Rhode Island College,RI,1,2310,1767,1030,4882,2706,2370,6694,2537,468,500,,74,15.7,47
1045,Rhode Island School of Design,RI,2,1831,842,379,1846,,16684,16684,3354,90,1500,1700,27,10,96
1046,Salve Regina University,RI,2,1475,1257,362,1393,278,14200,14200,6500,75,500,,64,9.6,71
1047,University of Rhode Island,RI,1,9643,7751,1968,8894,2456,3004,10330,3168,1238,500,1250,84,16.6,63
1048,Roger Williams University,RI,2,3304,2804,679,2111,1489,12520,12520,3060,480,500,730,44,16.4,61
1049,Charleston Southern University,SC,2,1199,904,397,1533,734,7730,7730,,9,750,1890,60,19.2,39
1050,Benedict College,SC,2,1622,1472,341,1203,63,5210,5210,,425,120,2200,44,14.6,48
1051,Central Wesleyan College,SC,2,174,146,88,1047,33,8300,8300,1000,200,600,600,62,15.2,58
1052,The Citadel,SC,1,1500,1242,611,2024,292,3076,7070,830,264,400,779,95,17.1,84
1053,Claflin College,SC,2,1196,697,499,959,13,4412,4412,1000,600,500,1000,69,16.9,21
1054,Clemson University,SC,1,8065,5257,2301,11755,770,3036,8116,1890,,800,1618,82,18,73
1055,Coker College,SC,2,604,452,295,690,222,9888,9888,1846,185,400,1000,64,12.1,75
1056,College of Charleston,SC,1,4772,3140,1265,6851,1200,3060,6120,2200,,666,2316,73,17.2,51
1057,Columbia College,SC,2,737,614,242,968,237,10425,10425,3975,,500,1500,61,14.7,76
1058,Converse College,SC,2,440,407,149,643,80,12050,12050,,,500,900,63,10.2,75
1059,Erskine College,SC,2,659,557,167,532,35,10485,10485,1760,660,475,1246,76,13.5,67
1060,Furman University,SC,2,2161,1951,685,2371,175,13440,13440,2096,134,600,1250,92,13.5,82
1061,Lander University,SC,1,1166,1009,510,2074,341,3340,4938,1867,50,528,1702,67,17,51
1062,Limestone College,SC,2,725,554,369,786,682,7100,7100,3500,100,300,,39,11.2,
1063,Morris College,SC,2,882,730,330,926,12,4515,4515,2550,115,850,2100,53,18.6,60
1064,Newberry College,SC,2,872,722,154,601,36,10194,10194,1600,300,500,1500,57,11.4,83
1065,Presbyterian College,SC,2,1082,832,302,1133,30,11859,11859,1711,892,554,1429,80,13.4,85
1066,South Carolina State University,SC,1,2556,1752,946,4396,515,2200,4380,1420,100,600,,60,18.3,
1067,University of South Carolina at Columbia,SC,1,7693,5815,2328,12594,3661,3196,8074,3522,,495,2941,84,16.9,63
1068,University of South Carolina at Aiken,SC,1,848,560,377,1855,1412,2320,5800,3066,75,500,1500,62,14.8,48
1069,Coastal Carolina University,SC,1,1854,1391,732,3020,1174,2710,7000,2640,,600,,74,17,51
1070,Voorhees College,SC,2,1465,1006,188,703,20,4450,4450,,,500,1200,43,22.9,58
1071,Winthrop University,SC,1,2320,1805,769,3395,670,3620,6400,2058,,580,2150,71,12.8,59
1072,Wofford College,SC,2,1501,935,273,1059,34,12680,12680,,,605,1440,91,15.3,75
1073,Univ. of South Carolina at Spartanburg,SC,1,885,553,381,2207,1058,2295,5739,,,312,,70,15.9,38
1074,Francis Marion University,SC,1,1801,1655,819,3224,436,2920,5840,1540,,400,2430,76,19.1,43
1075,Augustana College,SD,2,761,725,306,1337,300,10990,10990,1622,125,600,1021,66,10.4,69
1076,Black Hills State University,SD,1,938,938,588,2629,1283,1323,3222,,934,500,,63,29.2,51
1077,Dakota Wesleyan University,SD,2,342,182,135,538,228,7540,7540,,,600,1400,38,11.4,75
1078,Dakota State University,SD,1,385,358,229,988,597,1323,3222,1186,,600,,47,19.4,35
1079,Huron University,SD,2,600,197,124,392,69,7260,7260,1910,330,600,1840,31,12.9,21
1080,Mount Marty College,SD,2,279,276,126,600,435,6844,6844,,636,500,500,45,11.7,44
1081,Northern State University,SD,1,2056,2054,2054,2239,686,1411,3437,1128,832,550,1925,68,20.2,54
1082,Sioux Falls College,SD,2,437,400,211,614,271,8990,8990,1340,,500,1700,73,14.8,48
1083,South Dakota School of Mines and Tech.,SD,1,1034,932,866,1691,557,1364,3573,1200,1309,500,1707,80,15.5,
1084,South Dakota State University,SD,1,2807,2589,1701,7000,1103,1454,3811,1120,1024,500,1970,62,15,67
1085,University of South Dakota,SD,1,2160,2031,1268,5368,1066,1454,3811,1208,1125,675,1118,71,14.6,
1086,Austin Peay State University,TN,1,2863,2154,1179,4772,2763,1616,5550,1460,262,700,1572,66,18.2,36
1087,Belmont University,TN,2,1220,974,481,1964,623,7800,7800,1974,250,650,900,61,11.1,49
1088,Bethel College,TN,2,502,384,104,347,74,6200,6200,2900,,600,800,63,11.7,35
1089,Carson-Newman College,TN,2,1096,951,464,1776,239,8150,8150,1260,450,400,500,61,13.6,67
1090,Christian Brothers University,TN,2,880,520,224,1068,364,9300,9300,1350,120,600,900,81,11.1,63
1091,Cumberland University,TN,2,308,281,199,491,251,5500,5500,1850,200,250,,55,11.3,37
1092,David Lipscomb University,TN,2,1239,1134,611,1957,343,5775,5775,1450,1110,500,1700,97,16.2,73
1093,East Tennessee State University,TN,1,3330,2730,1303,6706,2640,1800,5800,1600,,600,2200,73,14,42
1094,Fisk University,TN,2,1078,720,226,850,,6240,6240,1572,75,600,1900,74,12.5,43
1095,Freed-Hardeman University,TN,2,895,548,314,1174,50,5500,5500,1590,770,600,1600,68,16.1,62
1096,King College,TN,2,355,300,142,509,44,8664,8664,1630,700,600,3000,65,10.7,65
1097,Knoxville College,TN,2,503,408,293,776,68,5400,5400,1600,170,600,1092,30,11.1,
