id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
49945585,https://www.airbnb.com/rooms/49945585,Little Blue Cottage,"Little Blue Cottage is super cute & comfortable with everything you need (and then some) to spend time in Asheville.  Two bedrooms, a home office space, and huge studio/den/office/playroom in the backyard (not included in the square footage) give this little place a very special feel. Tastefully decorated & full of charm!  Enjoy morning coffee or an evening glass of wine on the cozy fenced-in front porch.<br /><br /><b>The space</b><br />Enjoy all that Asheville and surrounding areas have to offer, and at the end of the day, relax on the front porch or catch up on your favorite TV shows on one of the 3 flat-screen TVs - each complete with Netflix, Amazon Prime and Spectrum TV with over 125 channels.",205522452,Black Bear,TRUE,within an hour,1.00,0.98,t,8,t,t,Entire residential home,Entire home/apt,4,2,2,60,30,1125,f,NA,0
49963414,https://www.airbnb.com/rooms/49963414,"RIVERBEND LODGE: 4/3 Home on the Swannanoa River! 6 Miles to Downtown Asheville. Hot Tub, River View","RIVERBEND LODGE IN ASHEVILLE: PROFESSIONALLY MANAGED BY MASTER DIAMOND PROPERTIES <br />4/3 newly renovated 3 story dog friendly home on the Swannanoa River just minutes to downtown Asheville and the Blue Ridge Parkway! Enjoy the sites and sounds of the river from your covered porch or backyard. Fish, tube and wade in the river right out your back door. This property is a true vacation getaway!<br /><br /><b>The space</b><br />RIVERBEND LODGE: BRAND NEW LISTING<br /> <br />PROFESSIONALLY MANAGED BY MASTER DIAMOND PROPERTIES<br /> <br />Riverbend Lodge is a 4 bedroom, 3 bathroom newly renovated home right on the Swannanoa River, 6 miles to downtown Asheville and 2.5 miles to the Blue Ridge Parkway. This property truly screams vacation! The home is located in a cul de sac at the end of a quiet street along the river. Enjoy the peace and tranquility of the river right on the property. The main floor covered patio with fire table, heated swing bed and grills, offers a great vantage point t",64918276,Master Diamond,TRUE,within an hour,1.00,1.00,t,25,t,f,Entire residential home,Entire home/apt,8,4,5,645,3,725,t,5,8
49987126,https://www.airbnb.com/rooms/49987126,“828 Escape”not just another Asheville address,"Welcome to “828 Escape”.  This rustic small cabin is nestled in the Blue Ridge mountains and is located 10 minutes from downtown Asheville. Enjoy a “glamping” feel with all the luxuries and comforts so you don’t have to rough it.<br /><br />BE ADVISED: We as host are not responsible for animals damaging your vehicles during your stay. Please use the fire ring or pit at your own risk. (Watch children, make sure fire is out, and DO NOT add any fire accelerant!) this is done at your own risk.<br /><br /><b>The space</b><br />Staying with us is like camping in the mountains, but only being minutes away from ALL the attractions. It is the best of both worlds!<br /><br /><b>Guest access</b><br />You have access to a private home on almost an acre of land.  You have a fire pit  and outdoor area all to yourself.<br /><br /><b>Other things to note</b><br />All the art is original!  As an artist myself, I often paint and change the art out frequently. Anything signed by Prior is available for sa",403132675,Wendy,FALSE,within an hour,1.00,0.93,f,0,t,f,Entire cabin,Entire home/apt,4,2,3,243,2,1125,f,5,5
49988605,https://www.airbnb.com/rooms/49988605,Cozy Asheville Treehouse Chalet 1 Mi to Downtown,"Less than 1 mile from central downtown Asheville yet high up in the trees on Beaucatcher Mountain, this cozy vacation chalet is exactly where you want to be . If you wish to leave your car, it's just a few minutes and few dollars via Uber to downtown with all it's attractions, food and entertainment. Relax in our 1BR chalet complete with open air porch and all the comforts of home.  This lovely, private space is a great base to explore everything the NC mountains have to offer!<br /><br /><b>The space</b><br />You'll love this cozy little chalet which lives a lot larger than its size.  All the comforts of home in a small package!  Enjoy the mountain air on the wraparound porch.  Its a perfect spot to relax with a cup of coffee or a glass of wine.  Inside we have internet, a TV in the living room and bedroom and a fully equipped kitchen.  During colder months, there's a gas fireplace to warm up by.<br /><br /><b>Guest access</b><br />Parking is tight, but right near the chalet.  It's a ",1741672,Jeff,TRUE,within an hour,1.00,0.97,t,3,t,t,Entire chalet,Entire home/apt,2,1,1,141,3,1125,f,4.5,2
50033430,https://www.airbnb.com/rooms/50033430,Beautiful South Slope Townhome with Private Elevator and EV Charger,"Stunning southside city views, amazing outdoor space, and gorgeous contemporary design in this new-build, sunny and walkable condo in downtown south slope Asheville. This 3-bedroom features 2 king bedrooms, and the 3rd bedroom has a bunk- bed with full size beds in each bunk. Wake up to peaceful mountain mist and coffee as you plan your day in Asheville. After enjoying what the town and surroundings have to offer, continue your vacation by relaxing in the  townhome with private elevator, and a fully-stocked kitchen. You can even catch the mountain sunrise while relaxing in the living room. The unit also provides 1 garage parking space and 1 dedicated parking space behind the townhome. The garage features a high powered electric vehicle charger (for Tesla or any other car - type SAE J1772). No detail has been overlooked!<br />Located in the South Slope Brewery District and walkable to shopping, restaurants, breweries, galleries, and live music venues. The Biltmore Estate and the Blue Ri",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire townhouse,Entire home/apt,6,3,4,495,1,365,t,4.75,4
50035416,https://www.airbnb.com/rooms/50035416,Natural Beauty*Privacy*Close to all Attractions,"Enjoy a wonderful home base in Asheville.<br />The furnished suite includes a large bedroom, full bath, spacious living room, kitchenette, and a private furnished deck. Living space is all on one level...no steps to maneuver from parking to entry.<br />You will be in a peaceful, pleasant, area surrounded by natural beauty and still only minutes from downtown Asheville, Biltmore Estate, many attractions, and lots of outdoor fun.<br />Need a second bedroom/office? See http://airbnb.com/h/2brjustright .<br /><br /><b>The space</b><br />The bright and spacious one-bedroom suite of rooms is available only to you.  It has its own deck that looks out onto seven acres of woodland.   Your space is very private with it’s own separate entrance and parking space.   It is within easy range of all the activities of Asheville and also a great place to rest, get some work done, or just hang out to enjoy the peace and quiet.<br /><br /><b>Guest access</b><br />The common elements of the community (pool",403566878,Virginia,FALSE,within an hour,1.00,1.00,f,0,t,f,Entire guest suite,Entire home/apt,2,1,1,107,2,10,f,5,8
50042645,https://www.airbnb.com/rooms/50042645,Gusty Winds 17,"The entire house is yours!  Enjoy your Asheville getaway, just 10 minutes from Downtown Asheville, and 8 minutes from entrance to the Biltmore House. <br />You will get plenty of peace and quiet, off of the main road with top notch landscaping and a large deck with a gas grill.   Fully stocked kitchen, TVs in all bedrooms.  Wi-fi, Spectrum service for TVs.  Alarm service for fire and police.<br />Unfortunately we cannot allow pets. One of the hosts is highly allergic to pet hair and dander.<br /><br /><b>The space</b><br />Single level home has a wide open floor plan, combining the kitchen, living room and dining room.   There are steps leading up the front door, and a few coming off the back deck.  Comfortable beds, large closets, and washer and dryer.<br /><br /><b>Guest access</b><br />Private gravel road with 2 other homes.  Concrete pad parking for 3-4 cars.<br /><br /><b>Other things to note</b><br />Location is in the Oakley neighborhood, which is on the east side of Asheville.",337935088,Susan,FALSE,within an hour,1.00,1.00,f,0,t,f,Entire residential home,Entire home/apt,7,3,4,221,2,1125,t,5,13
50045052,https://www.airbnb.com/rooms/50045052,Asheville Farm Stay Red Door with Hot Tub,"This one bedroom suite is located on a farm with serene views with your own personal hot tub.  Relax in this cozy home with the views of horses and chickens, just outside your bay window. Soak in the hot tub surrounded by horses.",398177301,Barry,FALSE,within an hour,0.97,1.00,t,1,t,t,Entire place,Entire home/apt,2,1,2,82,1,29,t,4.92,25
50052704,https://www.airbnb.com/rooms/50052704,NEW! Hidden Gem - 8 mins to downtown Asheville,"Quiet 3 bedroom, 2 bath home close to everything Asheville but tucked away in nature to give you privacy and a chance to experience the abundance of birds and nature.",242474849,Jennifer,TRUE,within an hour,1.00,1.00,t,15,t,t,Entire residential home,Entire home/apt,8,3,3,150,1,365,t,4.95,20
50063857,https://www.airbnb.com/rooms/50063857,Canvas Tent #2 @Baying Hound Campground,"This canvas tent is in the quirky and uniquely “Asheville” Baying Hound Campground. You’ll get a queen-size bed (with sheets & pillows) and 2 chairs in your tent. Take a look at the surroundings because this isn’t a spot for light sleepers or folks craving seclusion. Great for the social camper who doesn’t want to lug around camping gear! You've got prime access to our indoor bathroom and outdoor solar shower, plus access to a fire pit that’s shared only with other canvas tent campers.<br /><br /><b>The space</b><br />CANVAS TENT<br />This is our newest addition to the Baying Hound Campground and it's still in the experimental mode. Is it glamping? Nope. Is it a sweet camping set up? You bet. Is it one of the closest-to-downtown, most wallet-friendly options in Asheville that captures that ""Asheville"" flavor? Heck yeah.<br /><br />THE CAMPGROUND<br />The Baying Hound Campground is where rural Appalachia meets “keep Asheville weird.” You’ll see sleeping pods decorated by professional ar",151279507,Bobby And Amanda,TRUE,within an hour,1.00,1.00,t,18,t,f,Tent,Entire home/apt,2,1,0,35,2,7,f,5,9
50064738,https://www.airbnb.com/rooms/50064738,NEW! Picturesque Arden Home - 4 Mi to Lake Julian!,"Just south of Asheville, on the cusp of Pisgah National Forest, this cozy and rustic vacation rental is the ideal home base for your outdoor adventures! Escape for the day to the shores of Lake Julian, take a tour of the famous Biltmore Estate, or take a trip into Asheville for shopping, dining, and sightseeing. Bring the family and enjoy the spacious fenced yard, fire pit, and amazing forest views from the private deck! This 3-bedroom, 2-bathroom house is your new home-away-from-home!<br /><br /><b>The space</b><br />1,148 Sq Ft | Surrounding Forest Views | 14 Miles to Downtown Asheville<br /><br />Whether you want to tour all the breweries in Asheville or simply explore the forest with family and friends, this lovely vacation home will be waiting for you at the end of the day!<br /><br />Bedroom 1: King Bed | Bedroom 2: Queen Bed | Bedroom 3: Queen Bed<br /><br />OUTDOOR LIVING: Deck, balcony, fire pit, outdoor seating, fenced yard<br />INDOOR LIVING: Smart TVs w/ cable/satellite, fi",124060146,Evolve,FALSE,within an hour,0.99,0.99,f,493,t,t,Entire residential home,Entire home/apt,6,3,3,121,2,1125,t,4.75,8
50066332,https://www.airbnb.com/rooms/50066332,Nell's House - 2 Bedroom. Minutes from downtown.,"Residential home allows easy access to everything from this perfectly located home base. Two miles to the center of downtown Asheville. Five miles to Biltmore Estate entrance. Cab/Lyft allows for visits to downtown for shops, music, art, breweries, festivals, not to mention the multitude of great restaurants!  Day trips for hiking, biking, waterfalls, or soaking up the scenery of the Blue Ridge Parkway are made simple with highway access around the corner.<br /><br /><b>The space</b><br />Ranch home in residential neighborhood.<br /><br /><b>Guest access</b><br />Driveway parking easily accommodates 2 vehicles<br /><br /><b>Other things to note</b><br />Make yourself at home in the living room and kitchen.",246033019,Fyffe,TRUE,within an hour,1.00,1.00,f,0,t,t,Private room in residential home,Private room,4,2,2,96,1,30,f,5,6
50086550,https://www.airbnb.com/rooms/50086550,"!!Spectacular Views, Modern Luxury, 5min to DwnTwn","RELAX & REJUVENATE!<br />Gorgeous Luxury Retreat for 2 ppl or a family/group<br />*SPACIOUS modern gem nestled in nature, overlooks treetops<br />*LOCATION<br />  - 5 min to Downtown<br />  - 5 min to Grove Park Inn<br />  - 10 min or less to River Arts District, Biltmore & best breweries/restaurants<br /><br />*3rd room/office w twin bed + mat<br />*Dramatic views<br />*Ridge trails from front door<br />*STUNNING Shangri-La Suite w/ plush king bed will delight you!<br />*Huge deck: yoga, sunbathe, gather, sip, refresh<br /><br />Longer stay? DM for Spcl rates!<br /><br /><b>The space</b><br />You and your loved ones are invited to a luxurious stay in beautiful Asheville where you can relax and create precious memories. <br />From world-class food to glorious waterfall hikes to micro-breweries, it’s a joy to guide you to all the best this area has to offer.<br /><br />We love beauty!<br />We are excited to share our unique home with you, especially the oversized master suite with its s",16181230,Shereen,FALSE,within an hour,1.00,1.00,t,1,t,t,Entire residential home,Entire home/apt,5,3,3,415,3,1125,f,4.91,11
50091052,https://www.airbnb.com/rooms/50091052,"Modern and stylish space, walk to W AVL!","A leisurely, 10-minute walk to Haywood Road or a 5-minute easy walk to Patton Ave, this cozy, modern space is perfect to serve as your base for Asheville-area adventures. An Amazon Fire TV, king-sized bed, Keurig, toaster oven, fridge, microwave, dishes, and more make this your perfect short-term landing!<br /><br /><b>The space</b><br />The space is private and cozy with new, comfortable, modern, and stylish furniture and decorations. The couch folds out into a sleepable futon. We also offer an elevated queen air mattress, which fits in the living room area.<br /><br />Take a relaxing bath or shower in the tiled tub. With an instant hot water heater, you'll never run out of hot water!<br /><br />The bedroom's king bed is comfortable, firm, and supportive with several pillow options. A custom table and beautiful side-lamp let you relax into the evening. There are extra pillows and blankets in the bedroom closet.<br /><br />All windows have black-out curtains. The heating/air-condition ",21425280,Marianne,TRUE,within an hour,1.00,0.98,f,0,t,t,Entire guest suite,Entire home/apt,4,1,2,118,2,7,f,5,9
50100633,https://www.airbnb.com/rooms/50100633,Tranquil & Teal West Asheville home,"Looking for a peaceful retreat after exploring Asheville? Look no further! This house is set back from the road and it’s surrounded by trees. Every window and greets you with greenery. Only five minutes from walk or West Asheville and 10 minutes from downtown but feels further away.Take it easy at this unique and tranquil getaway.<br /><br /><b>The space</b><br />The whole place and yard is yours to explore and unwind. A great home base, conveniently located to all parts of Asheville<br /><br /><b>Guest access</b><br />The place and yard is all yours",20108786,Natalie,TRUE,within an hour,0.92,0.96,f,1,t,t,Entire residential home,Entire home/apt,3,2,2,80,30,90,f,5,1
50111754,https://www.airbnb.com/rooms/50111754,Sweet Bungalow With Cozy Cabana,"Perfect mix of tucked away with easy access to everything. Come stay at our 2 bedroom bungalow and cozy outdoor patio experience with a sunset cabana and grill. A stones throw from Asheville's Rocky's Hot Chicken Shack and 12 Bones Smokehouse South, 10 minutes to the airport, 15 minutes to Biltmore Village, 20 minutes to downtown, 20 minutes to River Arts District. Great parking. A peaceful retreat after a day in the city, an outing on the trails, or seeing the sites. We can't wait to host!<br /><br /><b>The space</b><br />Red brick home, livable outdoor patio space with grill, 2 bedrooms (queen & twin trundle) with dressers, closets, hangars, large living area with 7 foot couch and table for 4, 1 full bath, full kitchen amenities, washer and dryer, ironing board/iron, hair dryer, smart TV, sound bar, printer, spacious backyard, hammock and parking.<br /><br /><b>Guest access</b><br />Quiet residential neighborhood with uncovered parking for 3 cars. Single family home. No shared spaces",404315596,Toni,TRUE,within an hour,1.00,1.00,f,0,t,t,Entire residential home,Entire home/apt,4,2,3,141,2,1125,t,5,17
50112529,https://www.airbnb.com/rooms/50112529,NEW! - Private getaway near the Biltmore Estate,"Keep it simple at this peaceful and centrally located walk out basement stay in the charming neighborhood of Oakley in Asheville. <br /><br />Less than 5 mins to the Biltmore Estate and historic Biltmore Village, 7 mins to downtown Asheville, and 7 mins to the River Arts District. <br /><br />Close to amazing breweries, shopping, and restaurants.<br /><br />The suite is private.  Y’all may see/hear us and our dogs/cat coming and going.  Feel free to say hi or just keep on doing your thing!<br /><br />Safe space. All are welcome!<br /><br /><b>The space</b><br />Entire walk out basement suite with living area, two bedrooms, and bathroom. Smart TVs with access to streaming services. <br /><br />Guests will have access to Keurig coffee maker, mini fridge, and microwave. <br /><br />Enjoy a cup of coffee on a cozy outdoor patio space with table and chairs!<br /><br /><b>Other things to note</b><br />You may see/hear some construction noise in the neighborhood Monday-Friday between 8am-5pm.",83050997,Alex & Anna,TRUE,within a few hours,1.00,0.93,f,0,t,t,Entire guest suite,Entire home/apt,4,2,2,124,2,30,f,5,4
50125558,https://www.airbnb.com/rooms/50125558,Sweet Bungalow 8 Minutes from Downtown Asheville,"Brand new on Airbnb!  Beautiful 2 bedroom, 2 1/2 bathroom newly renovated Bungalow 8 minutes to downtown Asheville and popular River Arts District.  Modern furnishings and decor with 55” spectrum cable TV in living room and cool electric fireplace.   Gorgeous and spacious kitchen is fully equipped for the chefs in your group!   1st bedroom has king bed with private bathroom with walk-in shower and a private deck.  2nd bedroom has new queen bed and private bathroom with tub/shower combo.<br /><br /><b>The space</b><br />Cute, cozy and comfortable bungalow so close to everything Asheville and surrounding areas - Downtown and Southslope Asheville, River Arts District, Biltmore Estate and sweet small town Weaverville.   Plenty of attention to detail in the house and loaded with conveniences.   Smart TVs with Cable with local channels and  HBO in Living Room and both Bedrooms.  Chargers for your phone and personal devices in every bedroom and living room.  Multiple porch sitting areas and n",5954944,Malinda,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire residential home,Entire home/apt,4,2,2,233,2,1125,t,5,7
50152209,https://www.airbnb.com/rooms/50152209,The Lions Den  Garden Apartment,"Location...Location...Location...<br /><br />     The Lions Den and Garden Apartment at 2,500 ft. elevation faces East and provides uninterrupted long range views of Sunset Mountain, home of the famous Grove Park Inn and the Blue Ridge Mountains.   <br />     If you are fond of sunrises, then plan to have your coffee and enjoy  spectacular sunrises without leaving the Lions Den or your apartment.<br />The outdoor courtyard is a perfect place to experience  ""Sky City"" at night.<br /><br /><b>The space</b><br />Apartment was completed May of 2021.<br />Kitchen is 10 x10.  It has a pass through window to the outside courtyard/patio.  A door connects it to the living area. <br /><br />Living area is approximately 500 sq. ft.  It includes a dining nook & living room with computer work area.  Large windows provide lots of natural light.  Glass french doors open  onto the courtyard and the Lions Den.   The sleeping area is separated from the living room with 2 sets of double wood louvered doo",332158043,Harriett,FALSE,within an hour,1.00,1.00,f,0,t,f,Entire guest suite,Entire home/apt,3,1,1,99,2,4,t,5,10
50155223,https://www.airbnb.com/rooms/50155223,*sweet little cottage on the north side,"Welcome to Woodfin!  Our home is conveniently located on the north side of Asheville-- just a hop and a skip to the River Arts district, the Blue Ridge Parkway, Beaver Lake, and downtown Asheville.   Avery's park is a short walk, and the Craggy Mountain RR Line is just down the road.   Our neighborhood is warm and welcoming,  and so is our pet-friendly home, which was built as one of Woodfin's local mill houses in the 1920's.  You'll find a clean, restful vibe with a lot of love in the walls.<br /><br /><b>The space</b><br />Our back yard is fenced, with a dog ramp for access from the back deck.  There's a chicken coop on the property--no chickens, though--they flew the coop a long time ago!  The master bedroom has an attached bath/shower, and the second bedroom has twin beds.  The main bathroom features a claw-foot tub.  The floor plan for the main part of the home is open with a flow between the family room, dining room, kitchen, and mudroom.  The flooring is hardwood and tile, and t",404754629,Jennifer,TRUE,within an hour,1.00,1.00,f,0,t,f,Entire residential home,Entire home/apt,4,2,0,116,1,365,t,4.89,20
50156368,https://www.airbnb.com/rooms/50156368,Stunning Gem in the Heart of Asheville,"In the heart of the historic Montford neighborhood, this picturesque detached carriage house is tucked away behind our 1897 Queen Anne Victorian home, previously operating as the Bed of Roses Bed & Breakfast. Make yourself at home with your own private entrance, private parking, fast WiFi, a 50"" TV w/ Netflix and Disney+, and full use of our serene outdoor garden, complete with hammock and comfy patio furniture. Perfect for couples or solo travelers. A mere 10 min walk to downtown Asheville.",6654868,Lauren,TRUE,within an hour,1.00,0.99,t,0,t,t,Entire guesthouse,Entire home/apt,2,1,1,156,1,30,t,4.94,32
50168861,https://www.airbnb.com/rooms/50168861,The Urban Cottage - Chic West Asheville Home,"Bright, private 1 bd/1 ba home set in highly desirable W. Asheville, minutes walk to Haywood Rd restaurants & breweries. This modern, cozy cottage features open plan living space, areas for eating,  working & relaxing. Kitchen is fully equipped & includes dishwasher, microwave etc. Enjoy Smart TV,  Wifi, A/C, private porch, Washer and drier. Secluded backyard edged with trees plus a fire pit feels far away from the city but infact whatever you need is right on your doorstep- literally.<br /><br /><b>The space</b><br />The Urban Cottage is newly built, spotlessly clean and filled with conveniences to make your stay easy and comfortable. The space is open plan with separate areas for cooking, dining, working and relaxing. There is a separate bedroom with a luxourious queen bed with plenty of pillows, closet and dresser for your clothes and storage. The kitchen is equipped with everything you need to prepare food at home: dishes, wine glasses, pots &pans, coffee machine, microwave, fridge",67737136,Mike & Jane,TRUE,within an hour,1.00,0.99,t,0,t,t,Entire residential home,Entire home/apt,2,1,2,100,30,120,f,5,2
50179678,https://www.airbnb.com/rooms/50179678,Spacious Modern Getaway 10 Minutes From Downtown!,"Welcome to your next Asheville vacation getaway! This beautiful modern getaway is located in West Asheville and is close to everything Asheville has to offer. Located less than 10 minutes away from Downtown and the River Arts District makes it convenient for you to visit our famous breweries, and local restaurants. This house is within 15 minutes of virtually everything Asheville has to offer. We look forward to hosting a comfortable stay for you here in Asheville",180564557,David,TRUE,within an hour,0.96,1.00,t,8,t,t,Entire residential home,Entire home/apt,7,3,4,160,1,1125,t,4.68,28
50191232,https://www.airbnb.com/rooms/50191232,Highland Hideaway,"<b>The space</b><br />Discover urban serenity with a stay at Highland Hideaway, a gorgeous contemporary home where mountains, comfort, and convenience come together! Highland Hideaway is situated on a two-acre wooded oasis in a central location just east of downtown Asheville - close enough to have food delivered or to call an Uber for a night out. You'll discover a quiet mountainside community in Chunns Cove with easy access to the interstate and city amenities. The kitchen is fully equipped for homestyle cooking, and the separate dining room offers a place to sit down and enjoy time with friends and family. Take advantage of the excellent mountain weather with a long sit on the front deck, where special glass balusters on the railing allow for a better view! For a sound night's sleep there are three bedrooms on the upper level, all with vaulted ceilings, including the spacious main suite. This vacation rental home is pet-friendly - even the family dog will be begging to come back to ",134903005,Carolina Mornings,FALSE,within an hour,0.97,1.00,f,97,t,t,Entire residential home,Entire home/apt,10,3,3,164,1,365,t,NA,0
50196441,https://www.airbnb.com/rooms/50196441,Beautiful South Slope Townhome with Private Elevator,"Stunning southside city views, amazing outdoor space, and gorgeous contemporary design in this new-build, sunny and walkable condo in downtown south slope Asheville. This 3-bedroom townhome features 3 king bedrooms.<br />​​​​​​​ Wake up to peaceful mountain mist and coffee as you plan your day in Asheville. After enjoying what the town and surroundings have to offer, continue your vacation by relaxing in the  townhome with private elevator, and a fully-stocked kitchen. You can even catch the mountain sunrise while relaxing in the living room. The unit also provides 1 garage parking space and 1 dedicated parking space behind the townhome. No detail has been overlooked!<br />Located in the South Slope Brewery District and walkable to shopping, restaurants, breweries, galleries, and live music venues. The Biltmore Estate and the Blue Ridge Parkway are also just a short drive away--this location is hard to beat. Convenience, luxury, comfort, and an always-available staff provide our guests",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire townhouse,Entire home/apt,6,3,3,466,1,365,t,4.67,6
50213593,https://www.airbnb.com/rooms/50213593,Family-friendly poolside mountain home,"Easy living awaits. Relax with the whole family (pets too!) at this 5-bedroom home nestled in the mountains of east Asheville. Have fun in the huge 38-ft, heated-saltwater pool complete with water slide and diving board. Lounge on the patio, enjoy a meal from the deck or go hiking right outside your door. When you are ready to venture out, downtown Asheville is less than 10 miles away. Super family friendly: swing set, deck slide & lots of yard. Private master bedroom and bath on 2nd level.<br /><br /><b>The space</b><br />This 3 level home has 5 bedrooms. The main bedroom with en suite bath is on the top floor on it's own. The main floor has two bedrooms, a full kitchen, dining area, living room and laundry room. The lower level is a finished walkout basement complete with living and dining area, 2 bedrooms and another full kitchen.<br /><br />Pool closes for the season on October 1st. <br /><br />There are 4 private entrances: the front door, a side door by the driveway, a side door ",6584030,Josh,TRUE,within an hour,1.00,1.00,f,3,t,t,Entire residential home,Entire home/apt,12,5,6,382,4,365,t,5,1
50225734,https://www.airbnb.com/rooms/50225734,*NEW*Creekside Vista|15min to DT&Biltmore|Sleeps4,"A comfortable and convenient townhouse with easy access to West Asheville, Downtown Asheville, River Arts District, and so much more! Bring the family and explore Asheville like a local.<br /><br /><b>The space</b><br />You’ve planned an Asheville weekend filled with scenic hikes, incredible eats, and the world’s greatest brewery hop, but have you thought about where you’re going to kick back and relax after all that hustle?  <br /> <br />Take a vacation from your vacation at our quiet home just 10 minutes from busy downtown, Biltmore Estate, and West Asheville. Why deal with cramped hotel rooms or haul up all that camping gear when you can find a spot that feels just like home?  Our home comfortably sleeps 4 with several private rooms that offer plenty of space to unwind. Clean linens are always provided.<br /><br /><b>Guest access</b><br />You will have the townhouse all to yourself to relax and enjoy Asheville!  There are 2 bedrooms each equipped with a queen bed, nightstands, dress",232831690,Jon,FALSE,within an hour,0.98,0.99,t,22,t,t,Entire townhouse,Entire home/apt,4,2,2,150,2,45,t,4.82,11
50230575,https://www.airbnb.com/rooms/50230575,East Asheville Cottage -Mountain View,"New home hosted by experienced Airbnb hosts.  Custom home has hardwood and tile floors, granite counter tops, all new appliances. Enjoy all the area has to offer like Blue Ridge Parkway & Folk Arts Center(5 min)Biltmore Estate(10 min) downtown Asheville (10 min).  Take a hike, explore history, gawk at breathtaking scenery, savor fine meals and beverages, then relax on one of our three covered porches to plan your next day in Asheville.<br /><br /><b>The space</b><br />Newly constructed (2021) home in rural area. Home has hardwood floors  granite counter tops, new appliances. Bedroom linens are Egyptian cotton. Master bath has sunrise shower.  Enjoy birdwatching and seeing other wild life from one of three porches.<br /><br /><b>Guest access</b><br />Relax in the spacious great room with vaulted ceilings or on any one of three covered porches - Front porch boasts south-facing view of Swannanoa mountain range; side porch has fireplace and hammock; back porch near guest room faces wooded ",9122753,Karen,TRUE,within an hour,1.00,0.96,t,0,t,t,Entire cottage,Entire home/apt,4,2,2,280,2,7,t,5,10
50232240,https://www.airbnb.com/rooms/50232240,The Red Maple Getaway,"The Red Maple Getaway; your Asheville escape from the everyday grind, with immersion into the calming reality of life in the mountains! <br />A fully renovated and updated mountain home, set amidst the splendor for the surrounding Blue Ridge Mountains, while also being extremely close to Asheville, and convenient to everything this wonderful tourist area offers.  The home affords privacy and views of a mountaintop in the distance.<br />Whether you intend to simply relax, get out and experience mountain biking, hiking trails, whitewater kayaking, or just sampling some of the famous Asheville area breweries; you will find everything you are looking for and more at The Red Maple Getaway.<br />Come create your own experiences and memories for family and friends to last a lifetime!<br /><br /><b>The space</b><br />The Red Maple Getaway; your Asheville escape from the everyday grind, with immersion into the calming reality of life in the mountains! <br />A fully renovated and updated mountai",96187307,Yonder,TRUE,within an hour,0.99,0.98,t,165,t,t,Entire residential home,Entire home/apt,6,3,3,231,1,365,t,4,1
50232242,https://www.airbnb.com/rooms/50232242,Trails End Retreat in Asheville,"Come experience the feel of a majestically cozy, modern and contemporary mountain home, and soak in the true high-end luxury and grandeur that is Trails End Retreat.<br />Set privately at the end of a wooded street, directly bordering the Pisgah National Forest; Trails End Retreat offers a truly spectacular and unique Blue Ridge Mountain vacation experience. This modern home offers extraordinary, upscale craftsmanship, unique amenities, and custom details epitomizing relaxed luxury and majestic nature, highlighted by the backdrop of the French Broad River, Bent Creek, a virtual wooded estate engulfed by the Pisgah National Forest; all creating your own private paradise.<br /><br /><b>The space</b><br />Come experience the feel of a majestically cozy, modern and contemporary mountain home, and soak in the true high-end luxury and grandeur that is Trails End Retreat.<br />Set privately at the end of a wooded street, directly bordering the Pisgah National Forest; Trails End Retreat offers",96187307,Yonder,TRUE,within an hour,0.99,0.98,t,165,t,t,Entire residential home,Entire home/apt,6,3,3,272,1,365,t,4.88,8
50248402,https://www.airbnb.com/rooms/50248402,Beautiful and Convenient Townhome,"Beautiful, Clean and Convenient new listing in Fletcher.  2 Bedroom 1.5 bath duplex unit is located very conveniently between Asheville and Hendersonville so you can experience the best that both communities has to offer; music, arts and crafts, hiking, fishing, great restaurants & craft breweries, also a short drive from the Asheville Regional airport.  At the end of each day, you can grill out and relax on the back porch or prepare your family's favorites in the well equipped Kitchen.",288110250,Gene,FALSE,within an hour,1.00,1.00,t,0,t,f,Entire townhouse,Entire home/apt,4,2,2,95,2,365,t,4.92,12
50248469,https://www.airbnb.com/rooms/50248469,New Apartment by River Arts District & Downtown!,"We live in a bustling neighborhood by River Arts District with  a brand new GreenWay! Walk or easy drive to coffee, pizza, tacos, donuts, beer, and river access! Our home is above New Belgium Brewery, 1.5mi from downtown, 8m drive to Biltmore, 10m drive to Grove Park Inn. <br /><br />Your space is completely private. Enjoy a private entrance to your studio suite with living room, dining area, bedroom, bathroom, and deck.<br /><br /><b>The space</b><br />All brand new, open floor plan with new Tempurpedic Mattress, large bathroom, and modern decor.<br /><br />Our neighbors are all amazing and friendly, we ask that you show them the same great respect they have always shown us.<br /><br /><b>Guest access</b><br />Parking for 1 Guest Car in our driveway (shared with us, but we can fit your car).  <br /><br />Free Street Parking is available on the opposite side of the street only- do not <br /> park on on our side of the street.<br /><br />There are steps to get to your private entrance, ",268853057,Mimi,TRUE,within an hour,1.00,0.96,t,0,t,f,Private room in residential home,Private room,2,1,1,111,1,4,f,5,11
